ID_client;Date;order_n;ID_products;buy_packs
30301-029;2023-01-02;2023010215;903016;6,0
30301-029;2023-01-02;2023010215;902017;204,0
30301-036;2023-01-02;2023010216;901001;72,0
30301-036;2023-01-02;2023010216;901002;96,0
30301-036;2023-01-02;2023010216;901003;20,0
30301-036;2023-01-02;2023010216;902004;80,0
30301-036;2023-01-02;2023010216;902005;92,0
30301-036;2023-01-02;2023010216;902006;76,0
30301-036;2023-01-02;2023010216;901008;20,0
30301-036;2023-01-02;2023010216;903009;32,0
30301-036;2023-01-02;2023010216;904010;8,0
30301-036;2023-01-02;2023010216;904011;12,0
30301-036;2023-01-02;2023010216;905013;16,0
30301-036;2023-01-02;2023010216;902015;92,0
30301-043;2023-01-02;2023010217;901000;16,0
30301-043;2023-01-02;2023010217;901002;96,0
30301-043;2023-01-02;2023010217;901003;20,0
30301-043;2023-01-02;2023010217;902004;88,0
30301-043;2023-01-02;2023010217;902005;116,0
30301-043;2023-01-02;2023010217;901008;4,0
30301-043;2023-01-02;2023010217;903009;24,0
30301-043;2023-01-02;2023010217;904010;20,0
30301-043;2023-01-02;2023010217;904011;4,0
30301-043;2023-01-02;2023010217;902012;96,0
30301-043;2023-01-02;2023010217;905013;8,0
30301-043;2023-01-02;2023010217;902015;100,0
30301-043;2023-01-02;2023010217;903016;4,0
30301-043;2023-01-02;2023010217;902017;272,0
30301-043;2023-01-02;2023010217;903018;40,0
30301-050;2023-01-02;2023010218;901000;20,0
30301-050;2023-01-02;2023010218;901002;96,0
30301-050;2023-01-02;2023010218;901003;12,0
30301-050;2023-01-02;2023010218;902004;112,0
30301-050;2023-01-02;2023010218;902005;108,0
30301-050;2023-01-02;2023010218;902006;68,0
30301-050;2023-01-02;2023010218;902007;44,0
30301-050;2023-01-02;2023010218;901008;8,0
30301-050;2023-01-02;2023010218;903009;36,0
30301-050;2023-01-02;2023010218;904010;4,0
30301-050;2023-01-02;2023010218;904011;8,0
30301-050;2023-01-02;2023010218;902012;120,0
30301-050;2023-01-02;2023010218;905013;12,0
30301-050;2023-01-02;2023010218;905014;8,0
30301-050;2023-01-02;2023010218;902015;84,0
30301-050;2023-01-02;2023010218;903016;4,0
30301-050;2023-01-02;2023010218;902017;272,0
30301-050;2023-01-02;2023010218;903018;20,0
30301-057;2023-01-02;2023010219;901003;6,0
30301-057;2023-01-02;2023010219;902006;28,0
30301-057;2023-01-02;2023010219;903016;6,0
30301-064;2023-01-02;2023010220;901000;4,0
30301-064;2023-01-02;2023010220;901001;72,0
30301-064;2023-01-02;2023010220;902004;92,0
30301-064;2023-01-02;2023010220;902007;40,0
30301-064;2023-01-02;2023010220;901008;4,0
30301-064;2023-01-02;2023010220;903009;32,0
30301-064;2023-01-02;2023010220;904010;20,0
30301-064;2023-01-02;2023010220;902012;92,0
30301-064;2023-01-02;2023010220;903016;16,0
30301-064;2023-01-02;2023010220;902017;272,0
30301-064;2023-01-02;2023010220;903018;20,0
30301-085;2023-01-02;2023010221;901000;9,0
30301-085;2023-01-02;2023010221;901001;54,0
30301-085;2023-01-02;2023010221;901002;72,0
30301-085;2023-01-02;2023010221;901003;15,0
30301-085;2023-01-02;2023010221;902004;81,0
30301-085;2023-01-02;2023010221;902005;78,0
30301-085;2023-01-02;2023010221;903009;30,0
30301-085;2023-01-02;2023010221;905014;9,0
30301-085;2023-01-02;2023010221;902015;87,0
73301-008;2023-01-02;2023010222;901000;20,0
73301-008;2023-01-02;2023010222;901001;72,0
73301-008;2023-01-02;2023010222;901002;96,0
73301-008;2023-01-02;2023010222;901003;16,0
73301-008;2023-01-02;2023010222;902004;112,0
73301-008;2023-01-02;2023010222;902005;104,0
73301-008;2023-01-02;2023010222;902006;76,0
73301-008;2023-01-02;2023010222;902007;48,0
73301-008;2023-01-02;2023010222;901008;16,0
73301-008;2023-01-02;2023010222;903009;28,0
73301-008;2023-01-02;2023010222;904010;20,0
73301-008;2023-01-02;2023010222;904011;12,0
73301-008;2023-01-02;2023010222;902012;108,0
73301-008;2023-01-02;2023010222;905013;12,0
73301-008;2023-01-02;2023010222;905014;8,0
73301-008;2023-01-02;2023010222;902015;112,0
73301-008;2023-01-02;2023010222;903016;4,0
73301-008;2023-01-02;2023010222;902017;272,0
73301-008;2023-01-02;2023010222;903018;20,0
73301-015;2023-01-02;2023010223;902004;40,0
73301-015;2023-01-02;2023010223;902006;26,0
73301-015;2023-01-02;2023010223;901008;10,0
73301-015;2023-01-02;2023010223;904010;2,0
75001-001;2023-01-02;2023010224;901008;3,0
75001-001;2023-01-02;2023010224;902012;72,0
75001-001;2023-01-02;2023010224;902017;204,0
75001-001;2023-01-02;2023010224;903018;9,0
75001-008;2023-01-02;2023010225;901000;20,0
75001-008;2023-01-02;2023010225;901001;72,0
75001-008;2023-01-02;2023010225;901002;96,0
75001-008;2023-01-02;2023010225;901003;12,0
75001-008;2023-01-02;2023010225;902004;84,0
75001-008;2023-01-02;2023010225;902005;112,0
75001-008;2023-01-02;2023010225;902006;72,0
75001-008;2023-01-02;2023010225;902007;76,0
75001-008;2023-01-02;2023010225;901008;4,0
75001-008;2023-01-02;2023010225;903009;12,0
75001-008;2023-01-02;2023010225;904010;20,0
75001-008;2023-01-02;2023010225;904011;12,0
75001-008;2023-01-02;2023010225;902012;108,0
75001-008;2023-01-02;2023010225;905013;4,0
75001-008;2023-01-02;2023010225;905014;8,0
75001-008;2023-01-02;2023010225;903016;8,0
75001-008;2023-01-02;2023010225;902017;272,0
75001-008;2023-01-02;2023010225;903018;40,0
75001-015;2023-01-02;2023010226;901000;16,0
75001-015;2023-01-02;2023010226;901002;96,0
75001-015;2023-01-02;2023010226;902004;80,0
75001-015;2023-01-02;2023010226;902005;84,0
75001-015;2023-01-02;2023010226;902007;80,0
75001-015;2023-01-02;2023010226;901008;20,0
75001-015;2023-01-02;2023010226;903009;20,0
75001-015;2023-01-02;2023010226;904010;16,0
75001-015;2023-01-02;2023010226;904011;20,0
75001-015;2023-01-02;2023010226;902012;92,0
75001-015;2023-01-02;2023010226;905013;16,0
75001-015;2023-01-02;2023010226;902015;104,0
75001-015;2023-01-02;2023010226;903016;12,0
75001-015;2023-01-02;2023010226;902017;272,0
75001-015;2023-01-02;2023010226;903018;20,0
75001-022;2023-01-02;2023010227;901002;96,0
75001-022;2023-01-02;2023010227;901003;40,0
75001-022;2023-01-02;2023010227;905013;4,0
75001-022;2023-01-02;2023010227;905014;4,0
75001-022;2023-01-02;2023010227;903018;28,0
75001-029;2023-01-02;2023010228;901000;16,0
75001-029;2023-01-02;2023010228;901001;72,0
75001-029;2023-01-02;2023010228;901002;96,0
75001-029;2023-01-02;2023010228;902004;100,0
75001-029;2023-01-02;2023010228;902005;120,0
75001-029;2023-01-02;2023010228;901008;8,0
75001-029;2023-01-02;2023010228;903009;28,0
75001-029;2023-01-02;2023010228;904010;12,0
75001-029;2023-01-02;2023010228;904011;20,0
75001-029;2023-01-02;2023010228;902012;96,0
75001-029;2023-01-02;2023010228;905013;20,0
75001-029;2023-01-02;2023010228;905014;20,0
75001-029;2023-01-02;2023010228;902015;80,0
75001-029;2023-01-02;2023010228;903016;4,0
75001-036;2023-01-02;2023010229;901000;6,0
75001-036;2023-01-02;2023010229;901001;36,0
75001-036;2023-01-02;2023010229;901003;12,0
75001-036;2023-01-02;2023010229;902004;40,0
75001-036;2023-01-02;2023010229;902005;48,0
75001-036;2023-01-02;2023010229;902006;22,0
75001-036;2023-01-02;2023010229;902007;40,0
75001-036;2023-01-02;2023010229;901008;10,0
75001-036;2023-01-02;2023010229;903009;8,0
75001-036;2023-01-02;2023010229;904010;2,0
75001-036;2023-01-02;2023010229;904011;8,0
75001-036;2023-01-02;2023010229;902012;42,0
75001-036;2023-01-02;2023010229;905013;8,0
75001-036;2023-01-02;2023010229;905014;10,0
75001-036;2023-01-02;2023010229;902015;40,0
75001-036;2023-01-02;2023010229;902017;136,0
75001-036;2023-01-02;2023010229;903018;16,0
75001-043;2023-01-02;2023010230;901001;18,0
75001-043;2023-01-02;2023010230;901002;24,0
75001-043;2023-01-02;2023010230;901003;7,0
75001-043;2023-01-02;2023010230;902005;25,0
75001-043;2023-01-02;2023010230;902007;18,0
75001-043;2023-01-02;2023010230;904011;4,0
75001-043;2023-01-02;2023010230;905013;4,0
75001-043;2023-01-02;2023010230;905014;2,0
75001-043;2023-01-02;2023010230;903018;9,0
75001-050;2023-01-02;2023010231;901000;12,0
75001-050;2023-01-02;2023010231;901001;54,0
75001-050;2023-01-02;2023010231;901002;72,0
75001-050;2023-01-02;2023010231;901003;24,0
75001-050;2023-01-02;2023010231;902004;87,0
75001-050;2023-01-02;2023010231;902006;36,0
75001-050;2023-01-02;2023010231;902007;30,0
75001-050;2023-01-02;2023010231;901008;15,0
75001-050;2023-01-02;2023010231;903009;24,0
75001-050;2023-01-02;2023010231;904010;6,0
75001-050;2023-01-02;2023010231;904011;15,0
75001-050;2023-01-02;2023010231;902012;69,0
75001-050;2023-01-02;2023010231;905013;12,0
75001-050;2023-01-02;2023010231;905014;12,0
75001-050;2023-01-02;2023010231;902015;84,0
75001-050;2023-01-02;2023010231;903016;6,0
75001-050;2023-01-02;2023010231;902017;204,0
75001-050;2023-01-02;2023010231;903018;15,0
75001-057;2023-01-02;2023010232;901000;12,0
75001-057;2023-01-02;2023010232;902004;100,0
75001-057;2023-01-02;2023010232;902005;80,0
75001-057;2023-01-02;2023010232;902007;52,0
75001-057;2023-01-02;2023010232;901008;16,0
75001-057;2023-01-02;2023010232;902012;88,0
75001-057;2023-01-02;2023010232;905014;12,0
75001-057;2023-01-02;2023010232;903018;24,0
75001-064;2023-01-02;2023010233;901000;4,0
75001-064;2023-01-02;2023010233;901001;72,0
75001-064;2023-01-02;2023010233;901002;96,0
75001-064;2023-01-02;2023010233;901003;16,0
75001-064;2023-01-02;2023010233;902004;92,0
75001-064;2023-01-02;2023010233;902007;40,0
75001-064;2023-01-02;2023010233;901008;16,0
75001-064;2023-01-02;2023010233;904010;8,0
75001-064;2023-01-02;2023010233;904011;16,0
75001-064;2023-01-02;2023010233;905014;4,0
75001-064;2023-01-02;2023010233;903016;12,0
75001-064;2023-01-02;2023010233;902017;272,0
75001-064;2023-01-02;2023010233;903018;28,0
75001-071;2023-01-02;2023010234;905014;3,0
75001-071;2023-01-02;2023010234;903016;3,0
75001-085;2023-01-02;2023010235;901000;9,0
75001-085;2023-01-02;2023010235;901001;54,0
75001-085;2023-01-02;2023010235;901003;30,0
75001-085;2023-01-02;2023010235;902006;33,0
75001-085;2023-01-02;2023010235;902007;36,0
75001-085;2023-01-02;2023010235;901008;15,0
75001-085;2023-01-02;2023010235;902012;78,0
75001-085;2023-01-02;2023010235;905013;12,0
75001-085;2023-01-02;2023010235;905014;12,0
75001-085;2023-01-02;2023010235;903018;21,0
75001-092;2023-01-02;2023010236;901001;54,0
75001-092;2023-01-02;2023010236;901002;72,0
75001-092;2023-01-02;2023010236;901003;24,0
75001-092;2023-01-02;2023010236;902004;72,0
75001-092;2023-01-02;2023010236;902005;75,0
75001-092;2023-01-02;2023010236;902007;51,0
75001-092;2023-01-02;2023010236;903009;12,0
75001-092;2023-01-02;2023010236;904011;6,0
75001-092;2023-01-02;2023010236;902015;90,0
75001-092;2023-01-02;2023010236;902017;204,0
75001-092;2023-01-02;2023010236;903018;18,0
90001-001;2023-01-02;2023010237;901000;8,0
90001-001;2023-01-02;2023010237;901001;72,0
90001-001;2023-01-02;2023010237;901002;96,0
90001-001;2023-01-02;2023010237;901003;24,0
90001-001;2023-01-02;2023010237;902004;88,0
90001-001;2023-01-02;2023010237;902005;96,0
90001-001;2023-01-02;2023010237;902006;72,0
90001-001;2023-01-02;2023010237;902007;48,0
90001-001;2023-01-02;2023010237;901008;20,0
90001-001;2023-01-02;2023010237;903009;24,0
90001-001;2023-01-02;2023010237;904010;20,0
90001-001;2023-01-02;2023010237;904011;4,0
90001-001;2023-01-02;2023010237;902012;84,0
90001-001;2023-01-02;2023010237;905013;16,0
90001-001;2023-01-02;2023010237;905014;4,0
90001-001;2023-01-02;2023010237;903016;16,0
90001-001;2023-01-02;2023010237;902017;272,0
90001-001;2023-01-02;2023010237;903018;16,0
90001-015;2023-01-02;2023010239;901000;9,0
90001-015;2023-01-02;2023010239;901001;54,0
90001-015;2023-01-02;2023010239;901002;72,0
90001-015;2023-01-02;2023010239;901003;18,0
90001-015;2023-01-02;2023010239;902004;69,0
90001-015;2023-01-02;2023010239;902005;81,0
90001-015;2023-01-02;2023010239;902006;48,0
90001-015;2023-01-02;2023010239;902007;60,0
90001-015;2023-01-02;2023010239;901008;12,0
90001-015;2023-01-02;2023010239;903009;15,0
90001-015;2023-01-02;2023010239;904011;12,0
90001-015;2023-01-02;2023010239;902012;90,0
90001-015;2023-01-02;2023010239;905014;3,0
90001-015;2023-01-02;2023010239;902015;87,0
90001-015;2023-01-02;2023010239;903016;9,0
90001-015;2023-01-02;2023010239;902017;204,0
90001-015;2023-01-02;2023010239;903018;30,0
90001-022;2023-01-02;2023010240;901001;54,0
90001-022;2023-01-02;2023010240;901003;24,0
90001-022;2023-01-02;2023010240;902004;69,0
90001-022;2023-01-02;2023010240;902007;48,0
90001-022;2023-01-02;2023010240;904010;15,0
90001-022;2023-01-02;2023010240;905014;15,0
90001-022;2023-01-02;2023010240;903016;3,0
90001-029;2023-01-02;2023010241;901000;8,0
90001-029;2023-01-02;2023010241;901008;12,0
90001-029;2023-01-02;2023010241;904010;12,0
90001-029;2023-01-02;2023010241;905013;4,0
90001-043;2023-01-02;2023010242;901000;4,0
90001-043;2023-01-02;2023010242;901001;18,0
90001-043;2023-01-02;2023010242;901002;24,0
90001-043;2023-01-02;2023010242;901003;6,0
90001-043;2023-01-02;2023010242;902005;24,0
90001-043;2023-01-02;2023010242;902006;18,0
90001-043;2023-01-02;2023010242;902007;15,0
90001-043;2023-01-02;2023010242;901008;1,0
90001-043;2023-01-02;2023010242;903009;7,0
90001-043;2023-01-02;2023010242;904011;5,0
90001-043;2023-01-02;2023010242;905014;4,0
90001-043;2023-01-02;2023010242;903016;4,0
90001-043;2023-01-02;2023010242;902017;68,0
90001-043;2023-01-02;2023010242;903018;4,0
90001-050;2023-01-02;2023010243;901000;20,0
90001-050;2023-01-02;2023010243;901001;72,0
90001-050;2023-01-02;2023010243;901002;96,0
90001-050;2023-01-02;2023010243;902004;96,0
90001-050;2023-01-02;2023010243;902005;108,0
90001-050;2023-01-02;2023010243;901008;16,0
90001-050;2023-01-02;2023010243;903009;40,0
90001-050;2023-01-02;2023010243;904010;20,0
90001-050;2023-01-02;2023010243;904011;8,0
90001-050;2023-01-02;2023010243;903018;36,0
90001-057;2023-01-02;2023010244;901003;20,0
90001-064;2023-01-02;2023010245;901000;9,0
90001-064;2023-01-02;2023010245;901002;72,0
90001-064;2023-01-02;2023010245;902005;63,0
90001-064;2023-01-02;2023010245;902006;54,0
90001-064;2023-01-02;2023010245;901008;9,0
90001-064;2023-01-02;2023010245;903009;30,0
90001-064;2023-01-02;2023010245;904010;12,0
90001-064;2023-01-02;2023010245;905013;12,0
90001-064;2023-01-02;2023010245;903016;3,0
90001-064;2023-01-02;2023010245;902017;204,0
90001-064;2023-01-02;2023010245;903018;21,0
90001-078;2023-01-02;2023010246;901000;20,0
90001-078;2023-01-02;2023010246;901001;72,0
90001-078;2023-01-02;2023010246;901002;96,0
90001-078;2023-01-02;2023010246;901003;16,0
90001-078;2023-01-02;2023010246;902004;92,0
90001-078;2023-01-02;2023010246;902005;120,0
90001-078;2023-01-02;2023010246;902006;60,0
90001-078;2023-01-02;2023010246;902007;60,0
90001-078;2023-01-02;2023010246;901008;16,0
90001-078;2023-01-02;2023010246;903009;20,0
90001-078;2023-01-02;2023010246;904010;16,0
90001-078;2023-01-02;2023010246;904011;12,0
90001-078;2023-01-02;2023010246;902012;112,0
90001-078;2023-01-02;2023010246;905013;8,0
90001-078;2023-01-02;2023010246;905014;16,0
90001-078;2023-01-02;2023010246;902015;104,0
90001-078;2023-01-02;2023010246;903016;16,0
90001-078;2023-01-02;2023010246;902017;272,0
90001-078;2023-01-02;2023010246;903018;32,0
90001-085;2023-01-02;2023010247;902004;22,0
90001-085;2023-01-02;2023010247;902017;68,0
90001-092;2023-01-02;2023010248;901000;2,0
90001-092;2023-01-02;2023010248;901001;36,0
90001-092;2023-01-02;2023010248;901002;48,0
90001-092;2023-01-02;2023010248;901003;14,0
90001-092;2023-01-02;2023010248;902004;60,0
90001-092;2023-01-02;2023010248;902005;44,0
90001-092;2023-01-02;2023010248;902007;30,0
90001-092;2023-01-02;2023010248;901008;2,0
90001-092;2023-01-02;2023010248;903009;8,0
90001-092;2023-01-02;2023010248;904010;8,0
90001-092;2023-01-02;2023010248;904011;8,0
90001-092;2023-01-02;2023010248;905013;4,0
90001-092;2023-01-02;2023010248;905014;10,0
90001-092;2023-01-02;2023010248;903016;8,0
90001-092;2023-01-02;2023010248;902017;136,0
90001-092;2023-01-02;2023010248;903018;12,0
94016-001;2023-01-02;2023010249;901001;72,0
94016-001;2023-01-02;2023010249;901002;96,0
94016-001;2023-01-02;2023010249;901003;16,0
94016-001;2023-01-02;2023010249;902005;104,0
94016-001;2023-01-02;2023010249;902007;64,0
94016-001;2023-01-02;2023010249;903009;16,0
94016-001;2023-01-02;2023010249;904010;12,0
94016-001;2023-01-02;2023010249;902012;100,0
94016-001;2023-01-02;2023010249;905014;4,0
94016-001;2023-01-02;2023010249;902015;116,0
94016-001;2023-01-02;2023010249;903016;16,0
94016-001;2023-01-02;2023010249;902017;272,0
94016-008;2023-01-02;2023010250;901000;3,0
94016-008;2023-01-02;2023010250;901003;9,0
94016-008;2023-01-02;2023010250;902004;90,0
94016-008;2023-01-02;2023010250;902006;54,0
94016-008;2023-01-02;2023010250;902007;48,0
94016-008;2023-01-02;2023010250;904010;12,0
94016-008;2023-01-02;2023010250;904011;6,0
94016-008;2023-01-02;2023010250;905013;12,0
94016-008;2023-01-02;2023010250;905014;3,0
94016-008;2023-01-02;2023010250;903016;12,0
94016-008;2023-01-02;2023010250;902017;204,0
94016-015;2023-01-02;2023010251;901003;24,0
94016-015;2023-01-02;2023010251;902004;108,0
94016-015;2023-01-02;2023010251;902005;120,0
94016-015;2023-01-02;2023010251;902007;52,0
94016-015;2023-01-02;2023010251;903009;36,0
94016-015;2023-01-02;2023010251;904011;12,0
94016-015;2023-01-02;2023010251;905013;4,0
94016-015;2023-01-02;2023010251;902015;88,0
94016-015;2023-01-02;2023010251;903016;16,0
94016-022;2023-01-02;2023010252;901000;20,0
94016-022;2023-01-02;2023010252;901001;72,0
94016-022;2023-01-02;2023010252;902004;88,0
94016-022;2023-01-02;2023010252;902005;112,0
94016-022;2023-01-02;2023010252;902006;56,0
94016-022;2023-01-02;2023010252;901008;16,0
94016-022;2023-01-02;2023010252;903009;36,0
94016-022;2023-01-02;2023010252;902012;108,0
94016-022;2023-01-02;2023010252;903016;12,0
94016-029;2023-01-02;2023010253;901003;21,0
94016-029;2023-01-02;2023010253;902007;48,0
94016-029;2023-01-02;2023010253;904011;6,0
94016-029;2023-01-02;2023010253;905013;15,0
94016-036;2023-01-02;2023010254;901000;10,0
94016-036;2023-01-02;2023010254;901001;36,0
94016-036;2023-01-02;2023010254;901002;48,0
94016-036;2023-01-02;2023010254;901003;14,0
94016-036;2023-01-02;2023010254;902004;54,0
94016-036;2023-01-02;2023010254;902005;48,0
94016-036;2023-01-02;2023010254;902007;40,0
94016-036;2023-01-02;2023010254;901008;8,0
94016-036;2023-01-02;2023010254;903009;20,0
94016-036;2023-01-02;2023010254;904011;10,0
94016-036;2023-01-02;2023010254;902012;42,0
94016-036;2023-01-02;2023010254;905013;8,0
94016-036;2023-01-02;2023010254;902015;40,0
94016-036;2023-01-02;2023010254;902017;136,0
94016-036;2023-01-02;2023010254;903018;10,0
94016-043;2023-01-02;2023010255;901000;12,0
94016-043;2023-01-02;2023010255;901001;72,0
94016-043;2023-01-02;2023010255;901002;96,0
94016-043;2023-01-02;2023010255;901003;24,0
94016-043;2023-01-02;2023010255;902004;88,0
94016-043;2023-01-02;2023010255;902005;100,0
94016-043;2023-01-02;2023010255;902006;44,0
94016-043;2023-01-02;2023010255;902007;52,0
94016-043;2023-01-02;2023010255;901008;16,0
94016-043;2023-01-02;2023010255;903009;36,0
94016-043;2023-01-02;2023010255;904010;4,0
94016-043;2023-01-02;2023010255;904011;8,0
94016-043;2023-01-02;2023010255;902012;92,0
94016-043;2023-01-02;2023010255;905013;8,0
94016-043;2023-01-02;2023010255;905014;12,0
94016-043;2023-01-02;2023010255;902015;84,0
94016-043;2023-01-02;2023010255;903016;20,0
94016-043;2023-01-02;2023010255;902017;272,0
94016-043;2023-01-02;2023010255;903018;20,0
94016-050;2023-01-02;2023010256;901000;16,0
94016-050;2023-01-02;2023010256;901001;72,0
94016-050;2023-01-02;2023010256;901002;96,0
94016-050;2023-01-02;2023010256;901003;32,0
94016-050;2023-01-02;2023010256;902005;108,0
94016-050;2023-01-02;2023010256;902007;60,0
94016-050;2023-01-02;2023010256;901008;4,0
94016-050;2023-01-02;2023010256;903009;32,0
94016-050;2023-01-02;2023010256;904011;20,0
94016-050;2023-01-02;2023010256;902017;272,0
94016-050;2023-01-02;2023010256;903018;40,0
94016-057;2023-01-02;2023010257;901000;16,0
94016-057;2023-01-02;2023010257;901001;72,0
