ID_client;cluster;ID_sector;Date;order_n
98101-001;C;110;2023-01-02;2023010280
98101-015;C;110;2023-01-02;2023010281
98101-022;D;110;2023-01-02;2023010282
98101-029;B;110;2023-01-02;2023010283
98101-036;D;110;2023-01-02;2023010284
98101-043;D;110;2023-01-02;2023010285
98101-050;C;110;2023-01-02;2023010286
98101-057;D;110;2023-01-02;2023010287
98101-064;D;110;2023-01-02;2023010288
98101-071;C;110;2023-01-02;2023010289
02215-002;A;109;2023-01-03;202301031
02215-009;C;109;2023-01-03;202301032
02215-016;D;109;2023-01-03;202301033
02215-023;D;109;2023-01-03;202301034
02215-030;D;109;2023-01-03;202301035
02215-044;B;109;2023-01-03;202301036
02215-051;D;109;2023-01-03;202301037
02215-058;D;109;2023-01-03;202301038
02215-065;D;109;2023-01-03;202301039
04101-003;D;107;2023-01-03;2023010310
04101-044;C;107;2023-01-03;2023010311
04101-063;A;107;2023-01-03;2023010312
10001-002;C;201;2023-01-03;2023010313
10001-009;C;201;2023-01-03;2023010314
10001-016;C;201;2023-01-03;2023010315
10001-023;B;201;2023-01-03;2023010316
10001-030;B;201;2023-01-03;2023010317
10001-037;D;201;2023-01-03;2023010318
10001-044;D;201;2023-01-03;2023010319
10001-051;D;201;2023-01-03;2023010320
30301-002;C;205;2023-01-03;2023010321
30301-009;C;205;2023-01-03;2023010322
30301-016;C;205;2023-01-03;2023010323
30301-023;D;205;2023-01-03;2023010324
30301-037;C;205;2023-01-03;2023010325
30301-044;D;205;2023-01-03;2023010326
30301-051;C;205;2023-01-03;2023010327
30301-058;D;205;2023-01-03;2023010328
30301-065;D;205;2023-01-03;2023010329
30301-072;B;205;2023-01-03;2023010330
30301-079;D;205;2023-01-03;2023010331
73301-002;D;202;2023-01-03;2023010332
73301-009;D;202;2023-01-03;2023010333
73301-016;B;202;2023-01-03;2023010334
73301-023;D;202;2023-01-03;2023010335
73301-037;A;202;2023-01-03;2023010336
73301-044;A;202;2023-01-03;2023010337
73301-051;D;202;2023-01-03;2023010338
73301-058;D;202;2023-01-03;2023010339
73301-065;C;202;2023-01-03;2023010340
73301-072;D;202;2023-01-03;2023010341
73301-079;C;202;2023-01-03;2023010342
75001-002;B;106;2023-01-03;2023010343
75001-009;B;106;2023-01-03;2023010344
75001-030;C;106;2023-01-03;2023010345
75001-037;C;106;2023-01-03;2023010346
75001-044;D;106;2023-01-03;2023010347
75001-051;D;106;2023-01-03;2023010348
75001-065;C;106;2023-01-03;2023010349
75001-072;C;106;2023-01-03;2023010350
75001-079;B;106;2023-01-03;2023010351
75001-086;D;106;2023-01-03;2023010352
75001-093;C;106;2023-01-03;2023010353
90001-002;A;203;2023-01-03;2023010354
90001-009;D;203;2023-01-03;2023010355
90001-016;D;203;2023-01-03;2023010356
90001-023;C;203;2023-01-03;2023010357
90001-030;C;203;2023-01-03;2023010358
90001-037;C;203;2023-01-03;2023010359
90001-044;C;203;2023-01-03;2023010360
90001-051;D;203;2023-01-03;2023010361
90001-058;D;203;2023-01-03;2023010362
94016-002;C;204;2023-01-03;2023010363
94016-009;B;204;2023-01-03;2023010364
94016-016;C;204;2023-01-03;2023010365
94016-030;D;204;2023-01-03;2023010366
94016-044;D;204;2023-01-03;2023010367
94016-058;B;204;2023-01-03;2023010368
94016-065;C;204;2023-01-03;2023010369
97035-004;B;108;2023-01-03;2023010370
97035-012;D;108;2023-01-03;2023010371
97035-020;C;108;2023-01-03;2023010372
97035-036;D;108;2023-01-03;2023010373
97035-054;C;108;2023-01-03;2023010374
98101-009;C;110;2023-01-03;2023010375
98101-023;C;110;2023-01-03;2023010376
98101-030;B;110;2023-01-03;2023010377
98101-051;B;110;2023-01-03;2023010378
98101-058;D;110;2023-01-03;2023010379
98101-065;D;110;2023-01-03;2023010380
98101-072;D;110;2023-01-03;2023010381
02215-003;D;109;2023-01-04;202301041
02215-010;D;109;2023-01-04;202301042
02215-017;C;109;2023-01-04;202301043
02215-024;D;109;2023-01-04;202301044
02215-031;C;109;2023-01-04;202301045
02215-038;B;109;2023-01-04;202301046
02215-045;A;109;2023-01-04;202301047
02215-052;D;109;2023-01-04;202301048
02215-059;D;109;2023-01-04;202301049
02215-073;C;109;2023-01-04;2023010410
04101-011;C;107;2023-01-04;2023010411
04101-047;D;107;2023-01-04;2023010412
04101-065;C;107;2023-01-04;2023010413
10001-003;C;201;2023-01-04;2023010414
10001-010;D;201;2023-01-04;2023010415
10001-024;D;201;2023-01-04;2023010416
10001-031;B;201;2023-01-04;2023010417
10001-038;D;201;2023-01-04;2023010418
10001-045;D;201;2023-01-04;2023010419
10001-052;C;201;2023-01-04;2023010420
10001-059;D;201;2023-01-04;2023010421
30301-010;D;205;2023-01-04;2023010422
30301-024;C;205;2023-01-04;2023010423
30301-031;D;205;2023-01-04;2023010424
30301-038;C;205;2023-01-04;2023010425
30301-045;A;205;2023-01-04;2023010426
30301-052;C;205;2023-01-04;2023010427
30301-059;D;205;2023-01-04;2023010428
30301-066;D;205;2023-01-04;2023010429
30301-073;B;205;2023-01-04;2023010430
30301-080;D;205;2023-01-04;2023010431
73301-003;B;202;2023-01-04;2023010432
73301-010;C;202;2023-01-04;2023010433
73301-017;C;202;2023-01-04;2023010434
73301-024;B;202;2023-01-04;2023010435
73301-031;D;202;2023-01-04;2023010436
73301-038;C;202;2023-01-04;2023010437
73301-045;B;202;2023-01-04;2023010438
73301-052;C;202;2023-01-04;2023010439
73301-059;C;202;2023-01-04;2023010440
73301-066;D;202;2023-01-04;2023010441
73301-073;A;202;2023-01-04;2023010442
73301-080;A;202;2023-01-04;2023010443
75001-003;A;106;2023-01-04;2023010444
75001-010;D;106;2023-01-04;2023010445
75001-017;C;106;2023-01-04;2023010446
75001-024;C;106;2023-01-04;2023010447
75001-031;D;106;2023-01-04;2023010448
75001-038;C;106;2023-01-04;2023010449
75001-045;D;106;2023-01-04;2023010450
75001-052;D;106;2023-01-04;2023010451
75001-059;D;106;2023-01-04;2023010452
75001-066;D;106;2023-01-04;2023010453
75001-080;D;106;2023-01-04;2023010454
90001-010;D;203;2023-01-04;2023010455
90001-024;C;203;2023-01-04;2023010456
90001-031;C;203;2023-01-04;2023010457
90001-038;D;203;2023-01-04;2023010458
90001-045;C;203;2023-01-04;2023010459
90001-052;C;203;2023-01-04;2023010460
90001-059;C;203;2023-01-04;2023010461
94016-003;B;204;2023-01-04;2023010462
94016-017;C;204;2023-01-04;2023010463
94016-024;D;204;2023-01-04;2023010464
94016-031;B;204;2023-01-04;2023010465
94016-038;D;204;2023-01-04;2023010466
94016-045;D;204;2023-01-04;2023010467
94016-052;D;204;2023-01-04;2023010468
94016-066;B;204;2023-01-04;2023010469
97035-005;C;108;2023-01-04;2023010470
97035-021;D;108;2023-01-04;2023010471
97035-030;D;108;2023-01-04;2023010472
97035-038;D;108;2023-01-04;2023010473
97035-048;D;108;2023-01-04;2023010474
97035-056;C;108;2023-01-04;2023010475
98101-003;A;110;2023-01-04;2023010476
98101-017;D;110;2023-01-04;2023010477
98101-024;B;110;2023-01-04;2023010478
98101-031;C;110;2023-01-04;2023010479
98101-045;D;110;2023-01-04;2023010480
98101-052;D;110;2023-01-04;2023010481
98101-059;D;110;2023-01-04;2023010482
98101-066;D;110;2023-01-04;2023010483
98101-073;D;110;2023-01-04;2023010484
02215-004;D;109;2023-01-05;202301051
02215-018;B;109;2023-01-05;202301052
02215-025;D;109;2023-01-05;202301053
02215-032;D;109;2023-01-05;202301054
02215-039;D;109;2023-01-05;202301055
02215-046;B;109;2023-01-05;202301056
02215-053;D;109;2023-01-05;202301057
02215-067;D;109;2023-01-05;202301058
04101-015;C;107;2023-01-05;202301059
04101-055;D;107;2023-01-05;2023010510
10001-004;D;201;2023-01-05;2023010511
10001-011;C;201;2023-01-05;2023010512
10001-018;C;201;2023-01-05;2023010513
10001-039;D;201;2023-01-05;2023010514
10001-046;C;201;2023-01-05;2023010515
10001-053;C;201;2023-01-05;2023010516
10001-060;D;201;2023-01-05;2023010517
30301-004;C;205;2023-01-05;2023010518
30301-011;D;205;2023-01-05;2023010519
30301-018;A;205;2023-01-05;2023010520
30301-025;D;205;2023-01-05;2023010521
30301-032;B;205;2023-01-05;2023010522
30301-046;C;205;2023-01-05;2023010523
30301-053;D;205;2023-01-05;2023010524
30301-060;D;205;2023-01-05;2023010525
30301-074;D;205;2023-01-05;2023010526
30301-081;C;205;2023-01-05;2023010527
73301-004;C;202;2023-01-05;2023010528
73301-011;D;202;2023-01-05;2023010529
73301-018;D;202;2023-01-05;2023010530
73301-025;C;202;2023-01-05;2023010531
73301-032;D;202;2023-01-05;2023010532
73301-039;C;202;2023-01-05;2023010533
73301-046;B;202;2023-01-05;2023010534
73301-053;C;202;2023-01-05;2023010535
73301-060;D;202;2023-01-05;2023010536
73301-067;D;202;2023-01-05;2023010537
73301-074;A;202;2023-01-05;2023010538
75001-004;D;106;2023-01-05;2023010539
75001-011;D;106;2023-01-05;2023010540
75001-018;D;106;2023-01-05;2023010541
75001-025;C;106;2023-01-05;2023010542
75001-032;D;106;2023-01-05;2023010543
75001-039;D;106;2023-01-05;2023010544
75001-046;D;106;2023-01-05;2023010545
75001-053;D;106;2023-01-05;2023010546
75001-060;B;106;2023-01-05;2023010547
75001-074;D;106;2023-01-05;2023010548
90001-004;D;203;2023-01-05;2023010549
90001-011;D;203;2023-01-05;2023010550
90001-018;C;203;2023-01-05;2023010551
90001-039;A;203;2023-01-05;2023010552
90001-046;D;203;2023-01-05;2023010553
90001-053;D;203;2023-01-05;2023010554
90001-060;C;203;2023-01-05;2023010555
94016-004;B;204;2023-01-05;2023010556
94016-011;D;204;2023-01-05;2023010557
94016-018;A;204;2023-01-05;2023010558
94016-025;D;204;2023-01-05;2023010559
94016-032;D;204;2023-01-05;2023010560
94016-039;D;204;2023-01-05;2023010561
94016-046;C;204;2023-01-05;2023010562
94016-060;C;204;2023-01-05;2023010563
97035-006;D;108;2023-01-05;2023010564
97035-014;B;108;2023-01-05;2023010565
97035-022;C;108;2023-01-05;2023010566
97035-039;B;108;2023-01-05;2023010567
97035-057;C;108;2023-01-05;2023010568
98101-004;C;110;2023-01-05;2023010569
98101-018;D;110;2023-01-05;2023010570
98101-025;A;110;2023-01-05;2023010571
98101-032;C;110;2023-01-05;2023010572
98101-039;C;110;2023-01-05;2023010573
98101-046;D;110;2023-01-05;2023010574
98101-053;D;110;2023-01-05;2023010575
98101-060;D;110;2023-01-05;2023010576
02215-005;C;109;2023-01-06;202301061
02215-012;D;109;2023-01-06;202301062
02215-019;C;109;2023-01-06;202301063
02215-026;C;109;2023-01-06;202301064
02215-033;B;109;2023-01-06;202301065
02215-040;D;109;2023-01-06;202301066
02215-054;C;109;2023-01-06;202301067
02215-061;D;109;2023-01-06;202301068
02215-068;D;109;2023-01-06;202301069
04101-023;C;107;2023-01-06;2023010610
04101-058;D;107;2023-01-06;2023010611
10001-005;C;201;2023-01-06;2023010612
10001-012;D;201;2023-01-06;2023010613
10001-019;D;201;2023-01-06;2023010614
10001-026;C;201;2023-01-06;2023010615
10001-040;C;201;2023-01-06;2023010616
10001-054;D;201;2023-01-06;2023010617
10001-061;D;201;2023-01-06;2023010618
30301-005;D;205;2023-01-06;2023010619
30301-012;D;205;2023-01-06;2023010620
30301-019;A;205;2023-01-06;2023010621
30301-026;D;205;2023-01-06;2023010622
30301-033;A;205;2023-01-06;2023010623
30301-040;B;205;2023-01-06;2023010624
30301-047;D;205;2023-01-06;2023010625
30301-054;A;205;2023-01-06;2023010626
30301-061;D;205;2023-01-06;2023010627
30301-068;C;205;2023-01-06;2023010628
73301-005;D;202;2023-01-06;2023010629
73301-012;D;202;2023-01-06;2023010630
73301-019;C;202;2023-01-06;2023010631
73301-026;C;202;2023-01-06;2023010632
73301-040;B;202;2023-01-06;2023010633
73301-047;B;202;2023-01-06;2023010634
73301-061;D;202;2023-01-06;2023010635
73301-068;D;202;2023-01-06;2023010636
73301-075;D;202;2023-01-06;2023010637
73301-082;C;202;2023-01-06;2023010638
75001-005;A;106;2023-01-06;2023010639
75001-012;D;106;2023-01-06;2023010640
75001-019;A;106;2023-01-06;2023010641
75001-026;A;106;2023-01-06;2023010642
75001-033;D;106;2023-01-06;2023010643
75001-040;C;106;2023-01-06;2023010644
75001-047;B;106;2023-01-06;2023010645
75001-054;D;106;2023-01-06;2023010646
75001-061;C;106;2023-01-06;2023010647
75001-068;B;106;2023-01-06;2023010648
75001-075;D;106;2023-01-06;2023010649
75001-082;B;106;2023-01-06;2023010650
75001-089;C;106;2023-01-06;2023010651
75001-096;D;106;2023-01-06;2023010652
90001-012;D;203;2023-01-06;2023010653
90001-019;C;203;2023-01-06;2023010654
90001-033;D;203;2023-01-06;2023010655
90001-040;C;203;2023-01-06;2023010656
90001-047;D;203;2023-01-06;2023010657
90001-054;D;203;2023-01-06;2023010658
90001-061;D;203;2023-01-06;2023010659
94016-005;D;204;2023-01-06;2023010660
94016-012;D;204;2023-01-06;2023010661
94016-019;D;204;2023-01-06;2023010662
94016-026;D;204;2023-01-06;2023010663
94016-033;D;204;2023-01-06;2023010664
94016-040;C;204;2023-01-06;2023010665
94016-047;D;204;2023-01-06;2023010666
94016-054;C;204;2023-01-06;2023010667
94016-061;D;204;2023-01-06;2023010668
94016-068;B;204;2023-01-06;2023010669
97035-007;C;108;2023-01-06;2023010670
97035-016;C;108;2023-01-06;2023010671
97035-032;C;108;2023-01-06;2023010672
97035-040;D;108;2023-01-06;2023010673
97035-050;D;108;2023-01-06;2023010674
97035-061;D;108;2023-01-06;2023010675
98101-005;C;110;2023-01-06;2023010676
98101-019;D;110;2023-01-06;2023010677
98101-026;D;110;2023-01-06;2023010678
98101-033;B;110;2023-01-06;2023010679
98101-047;C;110;2023-01-06;2023010680
98101-054;B;110;2023-01-06;2023010681
98101-061;B;110;2023-01-06;2023010682
98101-068;C;110;2023-01-06;2023010683
02215-006;C;109;2023-01-07;202301071
02215-020;A;109;2023-01-07;202301072
02215-027;D;109;2023-01-07;202301073
02215-034;D;109;2023-01-07;202301074
02215-041;D;109;2023-01-07;202301075
02215-048;C;109;2023-01-07;202301076
02215-055;C;109;2023-01-07;202301077
02215-062;D;109;2023-01-07;202301078
02215-069;A;109;2023-01-07;202301079
04101-025;D;107;2023-01-07;2023010710
04101-059;B;107;2023-01-07;2023010711
10001-006;C;201;2023-01-07;2023010712
10001-013;D;201;2023-01-07;2023010713
10001-027;A;201;2023-01-07;2023010714
10001-034;D;201;2023-01-07;2023010715
10001-041;D;201;2023-01-07;2023010716
10001-048;D;201;2023-01-07;2023010717
10001-055;C;201;2023-01-07;2023010718
10001-062;D;201;2023-01-07;2023010719
30301-006;D;205;2023-01-07;2023010720
30301-013;D;205;2023-01-07;2023010721
30301-020;D;205;2023-01-07;2023010722
30301-027;D;205;2023-01-07;2023010723
30301-034;C;205;2023-01-07;2023010724
30301-041;D;205;2023-01-07;2023010725
30301-048;C;205;2023-01-07;2023010726
30301-055;C;205;2023-01-07;2023010727
30301-062;D;205;2023-01-07;2023010728
30301-076;D;205;2023-01-07;2023010729
73301-006;D;202;2023-01-07;2023010730
73301-013;C;202;2023-01-07;2023010731
73301-020;D;202;2023-01-07;2023010732
73301-027;C;202;2023-01-07;2023010733
73301-034;B;202;2023-01-07;2023010734
73301-041;B;202;2023-01-07;2023010735
73301-048;C;202;2023-01-07;2023010736
73301-055;C;202;2023-01-07;2023010737
73301-062;C;202;2023-01-07;2023010738
73301-069;D;202;2023-01-07;2023010739
73301-076;D;202;2023-01-07;2023010740
75001-006;B;106;2023-01-07;2023010741
75001-013;B;106;2023-01-07;2023010742
75001-020;C;106;2023-01-07;2023010743
75001-034;C;106;2023-01-07;2023010744
75001-041;D;106;2023-01-07;2023010745
75001-048;D;106;2023-01-07;2023010746
75001-055;C;106;2023-01-07;2023010747
75001-062;D;106;2023-01-07;2023010748
75001-076;D;106;2023-01-07;2023010749
75001-090;D;106;2023-01-07;2023010750
75001-097;B;106;2023-01-07;2023010751
90001-006;D;203;2023-01-07;2023010752
90001-013;D;203;2023-01-07;2023010753
90001-020;D;203;2023-01-07;2023010754
90001-027;D;203;2023-01-07;2023010755
90001-034;A;203;2023-01-07;2023010756
90001-048;C;203;2023-01-07;2023010757
90001-055;D;203;2023-01-07;2023010758
90001-062;C;203;2023-01-07;2023010759
94016-006;A;204;2023-01-07;2023010760
94016-013;D;204;2023-01-07;2023010761
94016-020;C;204;2023-01-07;2023010762
94016-027;C;204;2023-01-07;2023010763
94016-034;A;204;2023-01-07;2023010764
94016-041;C;204;2023-01-07;2023010765
94016-048;D;204;2023-01-07;2023010766
94016-055;D;204;2023-01-07;2023010767
94016-062;D;204;2023-01-07;2023010768
94016-069;D;204;2023-01-07;2023010769
97035-008;C;108;2023-01-07;2023010770
97035-026;A;108;2023-01-07;2023010771
97035-033;C;108;2023-01-07;2023010772
97035-041;D;108;2023-01-07;2023010773
97035-051;C;108;2023-01-07;2023010774
97035-064;B;108;2023-01-07;2023010775
98101-013;B;110;2023-01-07;2023010776
98101-020;D;110;2023-01-07;2023010777
98101-027;D;110;2023-01-07;2023010778
98101-041;C;110;2023-01-07;2023010779
98101-055;D;110;2023-01-07;2023010780
98101-062;C;110;2023-01-07;2023010781
02215-007;C;109;2023-01-08;202301081
02215-014;D;109;2023-01-08;202301082
02215-021;D;109;2023-01-08;202301083
02215-028;D;109;2023-01-08;202301084
02215-042;D;109;2023-01-08;202301085
02215-049;D;109;2023-01-08;202301086
02215-056;D;109;2023-01-08;202301087
02215-063;D;109;2023-01-08;202301088
02215-070;D;109;2023-01-08;202301089
04101-037;B;107;2023-01-08;2023010810
04101-060;D;107;2023-01-08;2023010811
10001-007;D;201;2023-01-08;2023010812
10001-014;C;201;2023-01-08;2023010813
10001-028;D;201;2023-01-08;2023010814
10001-035;D;201;2023-01-08;2023010815
10001-042;D;201;2023-01-08;2023010816
10001-049;B;201;2023-01-08;2023010817
10001-056;C;201;2023-01-08;2023010818
30301-007;B;205;2023-01-08;2023010819
30301-014;D;205;2023-01-08;2023010820
30301-021;D;205;2023-01-08;2023010821
30301-028;C;205;2023-01-08;2023010822
30301-049;D;205;2023-01-08;2023010823
30301-056;D;205;2023-01-08;2023010824
30301-063;D;205;2023-01-08;2023010825
30301-070;B;205;2023-01-08;2023010826
30301-077;B;205;2023-01-08;2023010827
73301-007;C;202;2023-01-08;2023010828
73301-014;C;202;2023-01-08;2023010829
73301-028;D;202;2023-01-08;2023010830
73301-035;D;202;2023-01-08;2023010831
73301-042;B;202;2023-01-08;2023010832
73301-056;D;202;2023-01-08;2023010833
73301-063;D;202;2023-01-08;2023010834
73301-070;C;202;2023-01-08;2023010835
73301-077;D;202;2023-01-08;2023010836
75001-007;D;106;2023-01-08;2023010837
75001-028;C;106;2023-01-08;2023010838
75001-035;D;106;2023-01-08;2023010839
75001-042;D;106;2023-01-08;2023010840
75001-049;B;106;2023-01-08;2023010841
75001-056;C;106;2023-01-08;2023010842
75001-063;D;106;2023-01-08;2023010843
75001-070;C;106;2023-01-08;2023010844
75001-084;D;106;2023-01-08;2023010845
75001-091;C;106;2023-01-08;2023010846
90001-007;B;203;2023-01-08;2023010847
90001-014;B;203;2023-01-08;2023010848
90001-021;B;203;2023-01-08;2023010849
90001-028;D;203;2023-01-08;2023010850
90001-035;C;203;2023-01-08;2023010851
90001-042;D;203;2023-01-08;2023010852
90001-056;D;203;2023-01-08;2023010853
90001-063;D;203;2023-01-08;2023010854
94016-007;D;204;2023-01-08;2023010855
94016-014;D;204;2023-01-08;2023010856
94016-021;C;204;2023-01-08;2023010857
94016-035;D;204;2023-01-08;2023010858
94016-042;C;204;2023-01-08;2023010859
94016-049;A;204;2023-01-08;2023010860
94016-056;C;204;2023-01-08;2023010861
94016-070;C;204;2023-01-08;2023010862
97035-009;C;108;2023-01-08;2023010863
97035-018;C;108;2023-01-08;2023010864
97035-027;B;108;2023-01-08;2023010865
97035-034;C;108;2023-01-08;2023010866
97035-043;D;108;2023-01-08;2023010867
98101-007;C;110;2023-01-08;2023010868
98101-014;C;110;2023-01-08;2023010869
98101-021;B;110;2023-01-08;2023010870
98101-028;B;110;2023-01-08;2023010871
98101-035;C;110;2023-01-08;2023010872
98101-049;C;110;2023-01-08;2023010873
98101-056;D;110;2023-01-08;2023010874
98101-063;C;110;2023-01-08;2023010875
98101-070;B;110;2023-01-08;2023010876
02215-001;D;109;2023-01-09;202301091
02215-015;D;109;2023-01-09;202301092
02215-022;C;109;2023-01-09;202301093
02215-029;B;109;2023-01-09;202301094
02215-036;C;109;2023-01-09;202301095
02215-050;D;109;2023-01-09;202301096
02215-057;D;109;2023-01-09;202301097
02215-064;C;109;2023-01-09;202301098
02215-071;C;109;2023-01-09;202301099
04101-042;D;107;2023-01-09;2023010910
04101-062;C;107;2023-01-09;2023010911
10001-008;B;201;2023-01-09;2023010912
10001-015;C;201;2023-01-09;2023010913
10001-022;C;201;2023-01-09;2023010914
10001-029;C;201;2023-01-09;2023010915
10001-036;B;201;2023-01-09;2023010916
10001-043;C;201;2023-01-09;2023010917
10001-050;C;201;2023-01-09;2023010918
10001-057;B;201;2023-01-09;2023010919
30301-001;D;205;2023-01-09;2023010920
30301-015;C;205;2023-01-09;2023010921
30301-022;D;205;2023-01-09;2023010922
30301-029;D;205;2023-01-09;2023010923
30301-036;C;205;2023-01-09;2023010924
30301-043;C;205;2023-01-09;2023010925
30301-050;B;205;2023-01-09;2023010926
30301-057;D;205;2023-01-09;2023010927
30301-064;C;205;2023-01-09;2023010928
30301-071;C;205;2023-01-09;2023010929
30301-078;D;205;2023-01-09;2023010930
73301-001;D;202;2023-01-09;2023010931
73301-008;D;202;2023-01-09;2023010932
73301-015;C;202;2023-01-09;2023010933
73301-022;B;202;2023-01-09;2023010934
73301-029;B;202;2023-01-09;2023010935
73301-036;C;202;2023-01-09;2023010936
73301-043;C;202;2023-01-09;2023010937
73301-050;D;202;2023-01-09;2023010938
73301-057;C;202;2023-01-09;2023010939
73301-064;D;202;2023-01-09;2023010940
73301-071;B;202;2023-01-09;2023010941
73301-078;D;202;2023-01-09;2023010942
75001-008;D;106;2023-01-09;2023010943
75001-022;D;106;2023-01-09;2023010944
75001-036;D;106;2023-01-09;2023010945
75001-043;B;106;2023-01-09;2023010946
75001-050;C;106;2023-01-09;2023010947
75001-057;D;106;2023-01-09;2023010948
75001-064;D;106;2023-01-09;2023010949
75001-071;C;106;2023-01-09;2023010950
75001-078;D;106;2023-01-09;2023010951
75001-085;C;106;2023-01-09;2023010952
75001-092;B;106;2023-01-09;2023010953
90001-001;D;203;2023-01-09;2023010954
90001-008;B;203;2023-01-09;2023010955
90001-015;A;203;2023-01-09;2023010956
90001-029;D;203;2023-01-09;2023010957
90001-036;C;203;2023-01-09;2023010958
90001-043;C;203;2023-01-09;2023010959
90001-050;D;203;2023-01-09;2023010960
90001-057;D;203;2023-01-09;2023010961
90001-064;C;203;2023-01-09;2023010962
94016-001;C;204;2023-01-09;2023010963
94016-008;D;204;2023-01-09;2023010964
94016-015;D;204;2023-01-09;2023010965
94016-022;D;204;2023-01-09;2023010966
94016-029;D;204;2023-01-09;2023010967
94016-043;D;204;2023-01-09;2023010968
94016-050;C;204;2023-01-09;2023010969
94016-057;D;204;2023-01-09;2023010970
94016-064;C;204;2023-01-09;2023010971
94016-071;C;204;2023-01-09;2023010972
97035-002;C;108;2023-01-09;2023010973
97035-010;B;108;2023-01-09;2023010974
97035-019;D;108;2023-01-09;2023010975
97035-028;C;108;2023-01-09;2023010976
97035-035;B;108;2023-01-09;2023010977
97035-045;C;108;2023-01-09;2023010978
97035-053;D;108;2023-01-09;2023010979
98101-001;C;110;2023-01-09;2023010980
98101-015;C;110;2023-01-09;2023010981
98101-022;D;110;2023-01-09;2023010982
98101-029;B;110;2023-01-09;2023010983
98101-036;D;110;2023-01-09;2023010984
98101-043;D;110;2023-01-09;2023010985
98101-050;C;110;2023-01-09;2023010986
98101-057;D;110;2023-01-09;2023010987
98101-064;D;110;2023-01-09;2023010988
98101-071;C;110;2023-01-09;2023010989
02215-002;A;109;2023-01-10;202301101
02215-009;C;109;2023-01-10;202301102
02215-016;D;109;2023-01-10;202301103
02215-023;D;109;2023-01-10;202301104
02215-030;D;109;2023-01-10;202301105
02215-044;B;109;2023-01-10;202301106
02215-051;D;109;2023-01-10;202301107
02215-058;D;109;2023-01-10;202301108
02215-065;D;109;2023-01-10;202301109
